0.0538	0.0869
0.3366	0.357
0.5057	0.6185
0.5929	0.6273
0.6676	0.6778
0.6812	0.7556
0.7514	0.9006
0.8064	0.9501
1.0782	1.1194
1.1365	1.2366
1.6796	1.6926
1.7261	1.7513
1.751	1.7726
1.8056	1.9353
1.8524	1.9643
1.9766	2.0352
2.0806	2.1806
2.2888	2.4606
2.3171	2.4638
2.5675	2.729
2.5859	2.7089
2.8299	2.984
2.8757	3.053
3.0057	3.1293
3.2326	3.455
3.2834	3.4325
3.2936	3.6618
3.3163	3.5334
3.4566	3.6633
3.459	3.6429
3.5575	3.7349
3.8181	3.9281
3.8304	3.9919
3.8501	3.9263
4.2794	4.3553
4.474	4.6342
4.5137	4.7109
4.637	4.774
4.7893	5.09
4.8061	4.989
4.8307	4.8881
4.8318	5.1563
4.8396	5.1602
5.1341	5.2509
5.3148	5.4262
5.4034	5.7832
5.4449	5.4815
5.4501	5.9946
5.4833	6.0545
5.4896	5.7272
5.5021	6.0987
5.6375	6.2213
5.708	6.266
5.7776	6.0009
5.8858	6.3531
6.0063	6.2639
6.0146	6.1701
6.2331	6.5003
6.256	6.5117
6.4376	6.5125
6.516	6.537
6.5887	6.6935
6.6838	6.7034
6.7461	6.7789
6.8767	7.0943
6.9323	7.1214
6.9333	7.2315
6.9772	7.1873
7.1394	7.4921
7.2335	7.6359
7.2546	7.7179
7.301	7.9444
7.3141	7.7062
7.3833	8.0806
7.4358	7.7347
7.6303	8.4305
7.6629	8.4782
7.6706	8.4871
7.7209	8.5334
7.7596	7.8694
7.8252	8.6264
7.8443	8.6372
7.9769	8.1042
8.0443	8.7406
8.1458	8.7923
8.1617	8.2807
8.2283	8.813
8.4001	8.6328
8.657	8.7982
8.6954	8.9036
8.8181	8.8468
8.831	8.9699
9.0666	9.178
9.1552	9.2666
9.2781	9.3781
9.3816	9.6077
9.3974	9.6321
9.4129	9.4608
9.4986	9.5762
9.6147	9.651
9.7114	9.8114
9.8914	9.9105
10.3942	10.4105
10.6624	10.7074
10.8624	10.902
10.9305	11.1262
10.9691	11.1907
11.0234	11.1781
11.3587	11.428
11.4944	11.5557
11.4982	11.5504
12.0752	12.1943
12.1562	12.1986
12.2651	12.2865
12.5384	12.6315
12.5936	12.624
12.7803	12.816
12.8476	12.8648
12.9678	13.0624
12.9863	13.0086
13.1621	13.2846
13.2396	13.292
13.3604	13.5393
13.4046	13.7062
13.4781	13.7478
13.5229	13.8186
13.5694	13.8138
13.8903	13.9167
13.9244	13.9416
14.2219	14.5015
14.2568	14.5621
14.2666	14.6012
14.3202	14.6191
14.3362	14.3951
14.6644	14.7644
15.214	15.2701
15.3527	15.4118
15.421	15.438
15.5202	15.94
15.5281	15.6351
15.5419	15.9897
15.5605	16.0083
15.5929	16.0245
15.6574	15.9326
15.9684	16.1564
16.0664	16.248
16.1172	16.2165
16.3284	16.3801
16.5767	16.6999
16.6351	16.6816
16.8576	16.8687
16.9425	16.9799
17.0103	17.1365
17.0424	17.08
17.091	17.1254
17.2088	17.3119
17.3038	17.4206
17.3666	17.3922
17.626	17.6677
17.7425	17.7575
17.8458	17.9113
18.1195	18.1422
19.2892	19.3892
19.8749	19.8961
19.9989	20.0247
20.0916	20.1916
20.2187	20.2292
20.2881	20.3981
20.29	20.31
20.4058	20.4784
20.419	20.6276
20.4876	20.545
20.5045	20.5876
20.5652	20.6245
21.0218	21.1574
21.0861	21.218
21.1778	21.3275
21.268	21.2967
21.2759	21.3125
21.3197	21.6314
21.333	21.6971
21.4067	21.9433
21.494	21.9449
21.523	22.2212
21.5291	21.912
21.605	22.0598
21.6179	22.3358
21.8653	22.3695
21.8673	22.3372
21.8783	22.3994
21.9079	22.4509
21.9663	22.3086
22.1654	22.2942
22.1731	22.4858
22.5358	22.6348
22.5544	22.6695
22.569	22.7271
22.6232	22.7141
22.7923	22.8923
22.9695	23.1587
22.9804	23.1695
23.2685	23.3685
23.4273	23.5639
23.5022	23.5456
23.5113	23.6628
23.6238	23.7433
23.7681	23.8681
23.8683	23.9683
23.9839	24.109
24.0198	24.3174
24.0523	24.3885
24.1317	24.4893
24.2498	24.37
24.2625	24.6402
24.3392	24.4934
24.4489	24.8254
24.5114	24.7139
24.5386	24.914
24.5943	24.9418
24.7111	24.7539
24.7685	24.9841
25.0245	25.0645
25.1108	25.1611
25.1762	25.237
25.1763	25.2063
25.234	25.2616
25.2944	25.5659
25.3289	25.7732
25.3928	25.9506
25.418	25.7118
25.4295	26.007
25.4584	26.0302
25.5275	25.6478
25.5405	25.6326
25.6201	26.103
25.7799	26.1597
25.8351	26.1772
26.1661	26.392
26.1718	26.3949
26.2749	26.3472
26.4052	26.4422
26.4878	26.5223
26.4946	26.6084
26.6945	26.8288
26.7526	26.8907
26.993	27.1333
27.0646	27.2751
27.0977	27.2737
27.4921	27.5479
27.5921	27.6272
27.654	27.6657
27.6905	27.7905
27.8079	27.8622
28.072	28.3186
28.0811	28.3019
28.1349	28.3546
28.4823	28.5173
28.5498	28.6376
28.7482	28.8064
28.8971	29.0937
28.9065	29.1126
29.0754	29.1971
29.4409	29.6233
29.4823	29.6647
29.4993	29.5705
29.7794	29.814
29.9492	29.964
30.1265	30.1461
30.3054	30.4682
30.3571	30.6686
30.4301	30.7587
30.4577	30.8604
30.4934	30.9154
30.6584	30.823
30.7774	31.2936
30.7921	31.26
30.8237	31.3238
30.8476	31.0881
30.9238	31.3638
31.0577	31.2414
31.1008	31.4165
31.3798	31.5277
31.4687	31.5736
31.594	31.7266
31.594	31.6593
31.8723	32.0487
31.8949	32.0921
32.0244	32.0812
32.3334	32.3681
32.3567	32.415
