0.5498	2.1132
0.7174	2.2765
0.7642	2.5994
1.0056	2.5819
1.1945	2.8825
1.2926	2.7308
2.0199	3.5067
2.1248	3.6389
2.292	4.0248
2.3795	4.1211
2.5653	4.2764
2.7201	4.3754
2.823	4.7498
3.0462	4.7929
3.1953	4.8948
3.6366	5.0421
3.6831	5.2627
4.021	5.4942
4.0901	5.6743
4.2862	5.8709
4.9637	6.3598
5.473	6.9946
5.6886	7.1368
5.8898	7.3328
5.9339	7.4339
5.9549	7.5523
7.0024	8.397
7.223	8.7198
7.5941	9.0438
7.6721	9.3414
7.7371	9.5812
7.8447	9.7237
7.9068	9.7288
8.0221	9.8948
8.6209	10.0117
8.8535	10.1724
9.5354	10.8619
9.6967	11.1813
10.0974	11.5563
10.4868	11.8949
10.9891	12.6542
11.066	12.9094
11.2701	12.9098
11.4804	12.9976
11.647	13.1642
11.7823	13.4327
11.9991	13.6077
12.3326	13.8873
12.6073	14.1532
13.0317	14.4088
13.157	14.6657
13.6076	15.0323
13.6462	15.1501
13.998	15.4641
14.1454	15.7099
14.2967	15.7239
14.6035	16.3135
14.8836	16.7351
15.1879	16.7251
15.8236	17.313
16.2991	17.6563
16.3548	17.7277
16.6635	18.1281
16.935	18.6359
17.1392	18.6971
17.6061	19.1293
17.7977	19.1622
18.1	19.5091
18.2612	19.5847
18.623	19.9402
18.7512	20.2143
18.9456	20.3701
18.9687	20.5378
19.4268	20.9884
19.7683	21.3057
19.9484	21.4666
20.2127	21.6448
21.1905	22.8602
21.202	22.8075
21.3763	22.9009
21.9961	23.4629
22.0554	23.5182
22.2732	23.7577
22.5267	24.1671
22.5702	24.2637
22.6304	24.2871
22.7033	24.4347
22.7588	24.5589
22.9673	24.754
23.494	24.8854
23.5637	25.0482
23.8982	25.3123
24.0925	25.4017
24.2064	25.6285
25.6779	27.1782
26.0713	27.5229
26.2755	27.641
26.4536	27.8206
26.6388	28.0813
27.1543	28.6408
27.3593	28.7591
27.406	29.0528
27.4843	29.0836
27.5789	29.2331
27.6596	29.3121
27.9102	29.4495
28.0327	29.6442
28.2033	29.6014
28.8271	30.3348
28.9673	30.3565
29.2393	30.7949
29.2695	30.758
29.8529	31.6766
29.8671	31.7094
29.9055	31.7786
30.0927	31.787
30.2492	31.9582
30.4812	32.0193
30.5089	32.2429
31.6488	33.1493
31.6577	33.273
31.986	33.5309
32.03	33.575
32.1056	33.9308
32.2084	33.9835
32.6609	34.0779
33.0121	34.4342
33.1569	34.5192
33.2552	34.6615
33.9822	35.3115
34.0604	35.5796
34.4173	35.7478
34.7074	36.0211
34.8758	36.3696
35.2454	36.7741
35.3614	36.9253
35.4493	37.0554
35.9453	37.362
35.9747	37.5907
36.5697	37.9972
36.8068	38.1946
37.6943	39.112
37.7203	39.1838
37.9408	39.4509
38.1233	39.5343
38.1594	39.6012
38.3094	39.9623
38.9876	40.3361
39.0795	40.8143
39.1012	40.8033
39.1881	40.8335
39.2125	40.941
39.5552	41.0666
39.7719	41.1641
40.1122	41.7558
40.1408	42.2207
40.175	42.349
40.2094	42.3732
40.334	42.3925
40.4535	42.4826
40.493	42.5329
40.5231	42.7173
40.9274	42.7266
41.3606	42.8069
41.3684	43.0457
41.6335	43.1344
42.0115	43.5165
42.3007	43.853
42.3576	44.0181
42.6007	43.9444
42.8886	44.4362
43.1928	44.5657
43.3323	44.8326
43.8183	45.4588
44.138	45.6222
44.1644	45.8667
44.3878	45.7386
44.6102	46.1061
44.7024	46.2367
44.797	46.4503
44.8879	46.582
45.4848	47.0947
45.6534	47.2086
45.7978	47.2442
47.3973	48.8858
47.7632	49.2588
48.0576	49.3798
48.1993	49.5861
48.7138	50.1019
48.8606	50.4603
48.9187	50.3116
49.1167	50.5242
49.2914	50.8227
49.6753	51.2337
49.8568	51.3695
49.8669	51.4963
50.3537	51.9102
50.9515	52.3225
51.3149	52.6246
51.445	52.9182
52.0249	53.4488
52.8785	54.3425
53.0263	54.4495
53.3168	54.8104
53.4485	54.9452
53.9448	55.5273
54.0537	55.6095
54.1516	55.7283
54.3994	55.8577
54.543	55.9368
54.9101	56.4216
55.1367	56.6225
55.3923	57.0508
55.4313	57.064
56.039	57.6059
56.1748	57.5979
56.3867	57.8486
56.6142	57.9772
56.7083	58.3
56.7132	58.2583
57.1657	58.568
57.4976	58.9742
57.8482	59.2738
57.8512	59.4094
58.387	59.9081
58.4674	59.9835
58.8431	60.4676
58.8575	60.4597
58.995	60.8766
59.0745	60.9384
59.2059	61.1473
59.207	61.0694
59.3318	61.3914
59.3531	61.2772
59.4965	61.3247
59.6885	61.3942
59.8577	61.5037
59.9843	61.4579
60.4116	62.3778
60.4286	62.3063
60.4651	62.4383
60.8783	62.5123
61.0551	62.6208
61.2213	62.9309
61.2452	62.7351
61.3355	63.1441
61.5966	63.7095
61.6527	63.8024
61.6718	63.8757
61.7019	63.9417
61.8387	64.2159
61.9881	64.2825
62.1112	64.3181
62.1574	64.3644
62.2026	64.5996
62.3889	64.5021
62.5353	64.7127
62.6602	64.5722
62.956	64.6457
63.3889	64.9872
63.6293	65.1022
64.1155	65.5738
64.5408	65.8431
65.4553	66.9178
65.5907	67.1129
66.0773	67.6272
66.5867	68.1589
66.6043	68.1886
66.8476	68.44
66.958	68.4839
66.9779	68.4199
67.5095	68.968
67.5624	68.9765
67.6767	69.3661
67.7627	69.3967
68.2371	69.8071
68.288	70.0533
68.3358	69.8845
69.0625	70.3672
69.301	70.8056
69.4478	71.2765
69.518	71.3603
69.531	71.2312
69.6093	71.322
70.2255	71.6009
70.6814	72.0021
70.781	72.1642
70.8451	72.2735
70.9751	72.3534
71.5138	72.8825
71.7638	73.1381
72.1972	73.7835
72.2645	73.7756
72.5172	74.1164
72.8432	74.4809
72.905	74.609
73.1535	74.6819
73.1632	74.6706
73.7782	75.2406
73.9379	75.3807
74.0148	75.4603
74.1156	75.5255
74.3878	75.8026
74.6695	76.0229
74.8481	76.2016
75.5276	77.1656
75.5745	77.4455
75.6976	77.5478
76.1547	77.5664
76.2943	78.0368
76.3071	78.0198
76.3266	78.1624
76.4889	78.1965
77.2588	78.9921
77.2798	79.0558
77.2832	78.965
77.4739	79.0751
77.6857	79.3239
77.8395	79.4842
77.9794	79.6396
78.1805	79.7165
78.7588	80.3768
79.1856	80.5956
79.2021	80.7968
79.6872	81.4573
79.7117	81.6089
80.1981	81.739
80.3298	81.7963
80.768	82.2063
80.8577	82.6067
80.9476	82.6074
80.9951	82.7466
81.2221	82.9774
